ID,Issue_ID,Name,Description,Direction,Target_Issue_ID
2657,78,Relate,is related to,INBOUND,819
2658,78,Relate,is related to,INBOUND,183
2659,89,Relate,is related to,INBOUND,1260
2660,96,Relate,relates to,OUTBOUND,112
2661,112,Relate,is related to,INBOUND,96
2662,120,Relate,relates to,OUTBOUND,123
2663,123,Relate,is related to,INBOUND,120
2664,160,Relate,is related to,INBOUND,220
2665,183,Relate,relates to,OUTBOUND,78
2666,185,Relate,relates to,OUTBOUND,274
2667,209,Depend,is depended on by,INBOUND,334
2668,209,Depend,is depended on by,INBOUND,217
2669,213,Relate,is related to,INBOUND,1108
2670,216,Depend,is depended on by,INBOUND,946
2671,217,Depend,depends on,OUTBOUND,209
2672,220,Relate,relates to,OUTBOUND,160
2673,228,Depend,depends on,OUTBOUND,268
2674,240,Depend,is depended on by,INBOUND,345
2675,252,Depend,is depended on by,INBOUND,352
2676,257,Depend,depends on,OUTBOUND,258
2677,258,Depend,is depended on by,INBOUND,260
2678,258,Depend,is depended on by,INBOUND,259
2679,258,Depend,is depended on by,INBOUND,257
2680,259,Depend,depends on,OUTBOUND,258
2681,260,Depend,depends on,OUTBOUND,258
2682,268,Depend,is depended on by,INBOUND,228
2683,274,Relate,is related to,INBOUND,185
2684,282,Relate,is related to,INBOUND,906
2685,323,Relate,is related to,INBOUND,329
2686,324,Depend,depends on,OUTBOUND,339
2687,325,Relate,is related to,INBOUND,339
2688,329,Relate,relates to,OUTBOUND,323
2689,334,Depend,depends on,OUTBOUND,209
2690,339,Depend,is depended on by,INBOUND,324
2691,339,Relate,relates to,OUTBOUND,325
2692,345,Depend,depends on,OUTBOUND,240
2693,352,Depend,depends on,OUTBOUND,252
2694,352,Relate,relates to,OUTBOUND,1570
2695,413,Relate,is related to,INBOUND,420
2696,420,Relate,relates to,OUTBOUND,413
2697,421,Depend,depends on,OUTBOUND,535
2698,426,Depend,depends on,OUTBOUND,516
2699,443,Relate,relates to,OUTBOUND,487
2700,483,Depend,is depended on by,INBOUND,490
2701,484,Depend,is depended on by,INBOUND,547
2702,484,Depend,is depended on by,INBOUND,518
2703,486,Depend,depends on,OUTBOUND,525
2704,486,Relate,is related to,INBOUND,487
2705,487,Relate,relates to,OUTBOUND,486
2706,487,Relate,is related to,INBOUND,443
2707,490,Depend,depends on,OUTBOUND,483
2708,495,Relate,is related to,INBOUND,516
2709,505,Relate,relates to,OUTBOUND,563
2710,516,Depend,is depended on by,INBOUND,686
2711,516,Depend,is depended on by,INBOUND,426
2712,516,Relate,relates to,OUTBOUND,495
2713,518,Depend,depends on,OUTBOUND,484
2714,525,Depend,is depended on by,INBOUND,486
2715,532,Depend,is depended on by,INBOUND,539
2716,532,Relate,is related to,INBOUND,608
2717,535,Depend,is depended on by,INBOUND,421
2718,539,Depend,depends on,OUTBOUND,532
2719,539,Relate,is related to,INBOUND,608
2720,540,Depend,is depended on by,INBOUND,543
2721,543,Depend,depends on,OUTBOUND,540
2722,547,Depend,depends on,OUTBOUND,484
2723,563,Relate,is related to,INBOUND,505
2724,575,Depend,is depended on by,INBOUND,1075
2725,597,Relate,is related to,INBOUND,1317
2726,608,Relate,relates to,OUTBOUND,539
2727,608,Relate,relates to,OUTBOUND,532
2728,629,Relate,is related to,INBOUND,639
2729,639,Relate,relates to,OUTBOUND,629
2730,641,Relate,relates to,OUTBOUND,1716
2731,641,Relate,relates to,OUTBOUND,744
2732,657,Relate,relates to,OUTBOUND,692
2733,662,Depend,is depended on by,INBOUND,686
2734,673,Relate,relates to,OUTBOUND,719
2735,686,Depend,depends on,OUTBOUND,662
2736,686,Depend,depends on,OUTBOUND,516
2737,692,Relate,is related to,INBOUND,657
2738,719,Relate,is related to,INBOUND,673
2739,719,Relate,is related to,INBOUND,1981
2740,724,Depend,depends on,OUTBOUND,730
2741,730,Depend,is depended on by,INBOUND,724
2742,731,Duplicate,duplicates,OUTBOUND,1700
2743,744,Relate,is related to,INBOUND,641
2744,750,Relate,relates to,OUTBOUND,765
2745,765,Relate,relates to,OUTBOUND,978
2746,765,Relate,is related to,INBOUND,750
2747,766,Depend,depends on,OUTBOUND,978
2748,768,Relate,is related to,INBOUND,978
2749,769,Relate,relates to,OUTBOUND,1783
2750,769,Relate,relates to,OUTBOUND,872
2751,798,Relate,is related to,INBOUND,799
2752,798,Relate,is related to,INBOUND,1109
2753,799,Relate,relates to,OUTBOUND,798
2754,799,Relate,relates to,OUTBOUND,1110
2755,799,Relate,relates to,OUTBOUND,1109
2756,802,Depend,is depended on by,INBOUND,929
2757,819,Relate,relates to,OUTBOUND,78
2758,822,Relate,relates to,OUTBOUND,845
2759,823,Relate,relates to,OUTBOUND,828
2760,823,Relate,is related to,INBOUND,826
2761,826,Relate,relates to,OUTBOUND,828
2762,826,Relate,relates to,OUTBOUND,823
2763,828,Relate,is related to,INBOUND,823
2764,828,Relate,is related to,INBOUND,826
2765,829,Relate,relates to,OUTBOUND,1400
2766,839,Relate,relates to,OUTBOUND,946
2767,842,Relate,is related to,INBOUND,951
2768,843,Duplicate,duplicates,OUTBOUND,1053
2769,845,Relate,is related to,INBOUND,962
2770,845,Relate,is related to,INBOUND,822
2771,855,Depend,depends on,OUTBOUND,1076
2772,872,Relate,is related to,INBOUND,769
2773,875,Depend,is depended on by,INBOUND,1184
2774,875,Depend,is depended on by,INBOUND,971
2775,877,Depend,is depended on by,INBOUND,882
2776,882,Depend,depends on,OUTBOUND,877
2777,890,Relate,relates to,OUTBOUND,893
2778,893,Depend,depends on,OUTBOUND,894
2779,893,Relate,is related to,INBOUND,890
2780,894,Depend,is depended on by,INBOUND,893
2781,901,Relate,is related to,INBOUND,1249
2782,906,Relate,relates to,OUTBOUND,282
2783,929,Depend,depends on,OUTBOUND,802
2784,942,Relate,is related to,INBOUND,2065
2785,946,Depend,depends on,OUTBOUND,216
2786,946,Relate,is related to,INBOUND,839
2787,947,Relate,relates to,OUTBOUND,1057
2788,951,Relate,relates to,OUTBOUND,842
2789,953,Relate,is related to,INBOUND,2066
2790,954,Depend,depends on,OUTBOUND,998
2791,956,Relate,is related to,INBOUND,959
2792,957,Relate,is related to,INBOUND,958
2793,958,Relate,relates to,OUTBOUND,957
2794,959,Relate,relates to,OUTBOUND,956
2795,962,Relate,relates to,OUTBOUND,845
2796,971,Depend,depends on,OUTBOUND,875
2797,971,Relate,relates to,OUTBOUND,1184
2798,976,Relate,is related to,INBOUND,1522
2799,978,Depend,is depended on by,INBOUND,766
2800,978,Relate,relates to,OUTBOUND,768
2801,978,Relate,is related to,INBOUND,2886
2802,978,Relate,is related to,INBOUND,765
2803,981,Relate,is related to,INBOUND,1076
2804,988,Depend,is depended on by,INBOUND,2470
2805,994,Relate,relates to,OUTBOUND,1423
2806,995,Relate,is related to,INBOUND,1034
2807,998,Depend,is depended on by,INBOUND,954
2808,1005,Depend,is depended on by,INBOUND,1008
2809,1006,Relate,is related to,INBOUND,1013
2810,1007,Relate,relates to,OUTBOUND,1338
2811,1008,Depend,depends on,OUTBOUND,1005
2812,1010,Relate,relates to,OUTBOUND,1270
2813,1013,Relate,relates to,OUTBOUND,1006
2814,1014,Depend,depends on,OUTBOUND,3360
2815,1014,Relate,is related to,INBOUND,1700
2816,1022,Relate,is related to,INBOUND,1675
2817,1034,Relate,relates to,OUTBOUND,995
2818,1037,Depend,depends on,OUTBOUND,1421
2819,1037,Supersede,supersedes,OUTBOUND,1421
2820,1053,Depend,is depended on by,INBOUND,1252
2821,1053,Duplicate,is duplicated by,INBOUND,843
2822,1054,Relate,relates to,OUTBOUND,1088
2823,1057,Relate,is related to,INBOUND,947
2824,1062,Depend,is depended on by,INBOUND,1070
2825,1070,Depend,depends on,OUTBOUND,1062
2826,1075,Depend,depends on,OUTBOUND,575
2827,1076,Depend,is depended on by,INBOUND,855
2828,1076,Relate,relates to,OUTBOUND,981
2829,1087,Relate,relates to,OUTBOUND,1153
2830,1088,Relate,is related to,INBOUND,1054
2831,1108,Relate,relates to,OUTBOUND,213
2832,1109,Relate,relates to,OUTBOUND,798
2833,1109,Relate,relates to,OUTBOUND,1110
2834,1109,Relate,is related to,INBOUND,799
2835,1109,Relate,is related to,INBOUND,3360
2836,1110,Relate,is related to,INBOUND,799
2837,1110,Relate,is related to,INBOUND,3360
2838,1110,Relate,is related to,INBOUND,1109
2839,1124,Depend,is depended on by,INBOUND,1453
2840,1124,Depend,is depended on by,INBOUND,1327
2841,1143,Relate,relates to,OUTBOUND,1221
2842,1152,Depend,is depended on by,INBOUND,1172
2843,1153,Relate,is related to,INBOUND,1087
2844,1157,Depend,is depended on by,INBOUND,1769
2845,1160,Relate,relates to,OUTBOUND,1172
2846,1167,Depend,is depended on by,INBOUND,1266
2847,1172,Depend,depends on,OUTBOUND,1152
2848,1172,Relate,is related to,INBOUND,1160
2849,1179,Duplicate,is duplicated by,INBOUND,1180
2850,1180,Duplicate,duplicates,OUTBOUND,1179
2851,1184,Depend,depends on,OUTBOUND,875
2852,1184,Relate,is related to,INBOUND,971
2853,1196,Relate,relates to,OUTBOUND,1219
2854,1196,Relate,relates to,OUTBOUND,1208
2855,1208,Relate,is related to,INBOUND,1219
2856,1208,Relate,is related to,INBOUND,1196
2857,1219,Relate,relates to,OUTBOUND,1208
2858,1219,Relate,is related to,INBOUND,1196
2859,1221,Depend,is depended on by,INBOUND,1266
2860,1221,Relate,is related to,INBOUND,1143
2861,1223,Duplicate,duplicates,OUTBOUND,1741
2862,1231,Depend,depends on,OUTBOUND,1263
2863,1232,Relate,relates to,OUTBOUND,1254
2864,1233,Depend,depends on,OUTBOUND,1234
2865,1234,Depend,is depended on by,INBOUND,1233
2866,1236,Relate,is related to,INBOUND,1263
2867,1240,Relate,relates to,OUTBOUND,1300
2868,1246,Relate,relates to,OUTBOUND,1570
2869,1249,Relate,relates to,OUTBOUND,901
2870,1252,Depend,depends on,OUTBOUND,1053
2871,1252,Depend,is depended on by,INBOUND,3515
2872,1252,Depend,is depended on by,INBOUND,2647
2873,1254,Relate,relates to,OUTBOUND,1266
2874,1254,Relate,is related to,INBOUND,1232
2875,1257,Relate,is related to,INBOUND,1270
2876,1260,Relate,relates to,OUTBOUND,89
2877,1263,Depend,is depended on by,INBOUND,1231
2878,1263,Relate,relates to,OUTBOUND,1236
2879,1266,Depend,depends on,OUTBOUND,1221
2880,1266,Depend,depends on,OUTBOUND,1167
2881,1266,Relate,is related to,INBOUND,1254
2882,1267,Relate,is related to,INBOUND,1268
2883,1268,Relate,relates to,OUTBOUND,1267
2884,1270,Relate,relates to,OUTBOUND,1257
2885,1270,Relate,is related to,INBOUND,1010
2886,1272,Depend,depends on,OUTBOUND,1359
2887,1279,Depend,is depended on by,INBOUND,1423
2888,1300,Relate,is related to,INBOUND,1240
2889,1306,Duplicate,duplicates,OUTBOUND,1482
2890,1317,Relate,relates to,OUTBOUND,597
2891,1327,Depend,depends on,OUTBOUND,1124
2892,1338,Relate,is related to,INBOUND,1007
2893,1340,Depend,is depended on by,INBOUND,1341
2894,1341,Depend,depends on,OUTBOUND,1340
2895,1346,Supersede,is superseded by,INBOUND,1394
2896,1349,Depend,is depended on by,INBOUND,1446
2897,1355,Relate,relates to,OUTBOUND,1404
2898,1355,Relate,relates to,OUTBOUND,2710
2899,1359,Depend,is depended on by,INBOUND,1272
2900,1394,Relate,is related to,INBOUND,1691
2901,1394,Supersede,supersedes,OUTBOUND,1346
2902,1400,Relate,is related to,INBOUND,829
2903,1404,Relate,relates to,OUTBOUND,2710
2904,1404,Relate,is related to,INBOUND,1355
2905,1418,Depend,depends on,OUTBOUND,1419
2906,1418,Depend,depends on,OUTBOUND,1420
2907,1418,Relate,is related to,INBOUND,1725
2908,1418,Supersede,supersedes,OUTBOUND,1502
2909,1419,Depend,is depended on by,INBOUND,1418
2910,1419,Relate,is related to,INBOUND,1725
2911,1420,Depend,is depended on by,INBOUND,1418
2912,1420,Relate,is related to,INBOUND,1725
2913,1421,Depend,is depended on by,INBOUND,1037
2914,1421,Supersede,is superseded by,INBOUND,1037
2915,1423,Depend,depends on,OUTBOUND,1279
2916,1423,Relate,is related to,INBOUND,994
2917,1434,Depend,depends on,OUTBOUND,1514
2918,1441,Duplicate,duplicates,OUTBOUND,3358
2919,1444,Depend,is depended on by,INBOUND,1693
2920,1446,Depend,depends on,OUTBOUND,1349
2921,1453,Depend,depends on,OUTBOUND,1124
2922,1453,Relate,relates to,OUTBOUND,1616
2923,1456,Depend,depends on,OUTBOUND,1616
2924,1480,Depend,depends on,OUTBOUND,1492
2925,1482,Duplicate,is duplicated by,INBOUND,1306
2926,1491,Supersede,is superseded by,INBOUND,2346
2927,1492,Depend,is depended on by,INBOUND,1480
2928,1496,Relate,is related to,INBOUND,1497
2929,1497,Relate,relates to,OUTBOUND,1496
2930,1499,Relate,is related to,INBOUND,1500
2931,1500,Relate,relates to,OUTBOUND,1499
2932,1502,Relate,relates to,OUTBOUND,1725
2933,1502,Supersede,is superseded by,INBOUND,1418
2934,1503,Depend,depends on,OUTBOUND,1522
2935,1513,Depend,depends on,OUTBOUND,1603
2936,1514,Depend,is depended on by,INBOUND,1434
2937,1522,Depend,is depended on by,INBOUND,1503
2938,1522,Relate,relates to,OUTBOUND,976
2939,1527,Depend,depends on,OUTBOUND,1717
2940,1529,Relate,is related to,INBOUND,1595
2941,1534,Depend,is depended on by,INBOUND,1701
2942,1549,Depend,depends on,OUTBOUND,1603
2943,1550,Depend,depends on,OUTBOUND,1603
2944,1551,Depend,depends on,OUTBOUND,1620
2945,1570,Relate,is related to,INBOUND,1246
2946,1570,Relate,is related to,INBOUND,352
2947,1595,Relate,relates to,OUTBOUND,1529
2948,1595,Relate,is related to,INBOUND,1948
2949,1595,Relate,is related to,INBOUND,1596
2950,1596,Relate,relates to,OUTBOUND,1595
2951,1596,Relate,is related to,INBOUND,1948
2952,1597,Depend,depends on,OUTBOUND,1948
2953,1603,Depend,is depended on by,INBOUND,1550
2954,1603,Depend,is depended on by,INBOUND,1549
2955,1603,Depend,is depended on by,INBOUND,1513
2956,1616,Depend,is depended on by,INBOUND,1456
2957,1616,Relate,is related to,INBOUND,1453
2958,1620,Depend,depends on,OUTBOUND,1622
2959,1620,Depend,is depended on by,INBOUND,1551
2960,1620,Relate,is related to,INBOUND,1661
2961,1621,Relate,is related to,INBOUND,1661
2962,1622,Depend,is depended on by,INBOUND,1620
2963,1660,Depend,depends on,OUTBOUND,1721
2964,1661,Relate,relates to,OUTBOUND,1621
2965,1661,Relate,relates to,OUTBOUND,1620
2966,1661,Relate,relates to,OUTBOUND,1725
2967,1675,Relate,relates to,OUTBOUND,1022
2968,1691,Relate,relates to,OUTBOUND,1394
2969,1693,Depend,depends on,OUTBOUND,1444
2970,1700,Duplicate,is duplicated by,INBOUND,731
2971,1700,Relate,relates to,OUTBOUND,1014
2972,1701,Depend,depends on,OUTBOUND,1534
2973,1711,Depend,depends on,OUTBOUND,1799
2974,1715,Relate,is related to,INBOUND,1724
2975,1716,Relate,is related to,INBOUND,641
2976,1717,Depend,is depended on by,INBOUND,1527
2977,1721,Depend,is depended on by,INBOUND,1660
2978,1724,Relate,relates to,OUTBOUND,1715
2979,1724,Relate,is related to,INBOUND,1725
2980,1725,Relate,relates to,OUTBOUND,1733
2981,1725,Relate,relates to,OUTBOUND,1419
2982,1725,Relate,relates to,OUTBOUND,2730
2983,1725,Relate,relates to,OUTBOUND,3087
2984,1725,Relate,relates to,OUTBOUND,1724
2985,1725,Relate,relates to,OUTBOUND,1420
2986,1725,Relate,relates to,OUTBOUND,1418
2987,1725,Relate,is related to,INBOUND,1661
2988,1725,Relate,is related to,INBOUND,1502
2989,1733,Relate,is related to,INBOUND,1725
2990,1741,Duplicate,is duplicated by,INBOUND,1223
2991,1765,Relate,relates to,OUTBOUND,1909
2992,1769,Depend,depends on,OUTBOUND,1157
2993,1771,Relate,is related to,INBOUND,1841
2994,1783,Relate,is related to,INBOUND,769
2995,1799,Depend,is depended on by,INBOUND,1711
2996,1806,Relate,is related to,INBOUND,2298
2997,1818,Relate,is related to,INBOUND,1838
2998,1838,Relate,relates to,OUTBOUND,1818
2999,1841,Relate,relates to,OUTBOUND,1771
3000,1848,Relate,is related to,INBOUND,2108
3001,1876,Relate,is related to,INBOUND,1877
3002,1877,Relate,relates to,OUTBOUND,1876
3003,1890,Relate,is related to,INBOUND,1892
3004,1891,Relate,relates to,OUTBOUND,2687
3005,1891,Relate,is related to,INBOUND,1892
3006,1892,Relate,relates to,OUTBOUND,1891
3007,1892,Relate,relates to,OUTBOUND,1890
3008,1892,Relate,is related to,INBOUND,2687
3009,1906,Relate,relates to,OUTBOUND,1923
3010,1907,Relate,is related to,INBOUND,2043
3011,1908,Depend,depends on,OUTBOUND,1923
3012,1909,Duplicate,duplicates,OUTBOUND,2884
3013,1909,Relate,is related to,INBOUND,1765
3014,1909,Relate,is related to,INBOUND,2501
3015,1920,Depend,is depended on by,INBOUND,2417
3016,1923,Depend,depends on,OUTBOUND,1964
3017,1923,Depend,is depended on by,INBOUND,1908
3018,1923,Relate,is related to,INBOUND,1906
3019,1927,Depend,is depended on by,INBOUND,2060
3020,1928,Relate,is related to,INBOUND,2686
3021,1939,Depend,is depended on by,INBOUND,1948
3022,1939,Depend,is depended on by,INBOUND,1989
3023,1942,Duplicate,duplicates,OUTBOUND,1952
3024,1948,Depend,depends on,OUTBOUND,1939
3025,1948,Depend,is depended on by,INBOUND,1597
3026,1948,Relate,relates to,OUTBOUND,1596
3027,1948,Relate,relates to,OUTBOUND,1595
3028,1952,Duplicate,is duplicated by,INBOUND,1942
3029,1964,Depend,depends on,OUTBOUND,1965
3030,1964,Depend,is depended on by,INBOUND,1923
3031,1965,Depend,depends on,OUTBOUND,2537
3032,1965,Depend,is depended on by,INBOUND,1964
3033,1966,Depend,depends on,OUTBOUND,2537
3034,1971,Depend,depends on,OUTBOUND,3360
3035,1972,Relate,relates to,OUTBOUND,2447
3036,1972,Relate,relates to,OUTBOUND,2290
3037,1972,Relate,is related to,INBOUND,2877
3038,1981,Relate,relates to,OUTBOUND,719
3039,1986,Relate,is related to,INBOUND,2182
3040,1989,Depend,depends on,OUTBOUND,1939
3041,1993,Relate,relates to,OUTBOUND,2884
3042,1993,Relate,relates to,OUTBOUND,2710
3043,2007,Relate,is related to,INBOUND,3087
3044,2017,Depend,depends on,OUTBOUND,2034
3045,2017,Relate,is related to,INBOUND,2034
3046,2034,Depend,is depended on by,INBOUND,2017
3047,2034,Relate,relates to,OUTBOUND,2017
3048,2039,Relate,is related to,INBOUND,2460
3049,2043,Relate,relates to,OUTBOUND,1907
3050,2044,Relate,relates to,OUTBOUND,2496
3051,2055,Depend,depends on,OUTBOUND,2063
3052,2055,Depend,is depended on by,INBOUND,2160
3053,2058,Relate,is related to,INBOUND,2687
3054,2059,Duplicate,duplicates,OUTBOUND,2223
3055,2060,Depend,depends on,OUTBOUND,1927
3056,2063,Depend,is depended on by,INBOUND,2055
3057,2065,Relate,relates to,OUTBOUND,942
3058,2065,Relate,is related to,INBOUND,2069
3059,2066,Relate,relates to,OUTBOUND,953
3060,2067,Depend,depends on,OUTBOUND,2346
3061,2068,Relate,relates to,OUTBOUND,2156
3062,2069,Relate,relates to,OUTBOUND,2065
3063,2083,Relate,relates to,OUTBOUND,2084
3064,2084,Relate,is related to,INBOUND,2083
3065,2094,Relate,is related to,INBOUND,2165
3066,2095,Supersede,supersedes,OUTBOUND,2221
3067,2096,Supersede,supersedes,OUTBOUND,2244
3068,2104,Depend,depends on,OUTBOUND,3029
3069,2108,Depend,depends on,OUTBOUND,2109
3070,2108,Relate,relates to,OUTBOUND,1848
3071,2109,Depend,is depended on by,INBOUND,2108
3072,2126,Relate,is related to,INBOUND,2658
3073,2141,Relate,is related to,INBOUND,2186
3074,2155,Relate,is related to,INBOUND,2156
3075,2156,Relate,relates to,OUTBOUND,2155
3076,2156,Relate,relates to,OUTBOUND,2590
3077,2156,Relate,is related to,INBOUND,2068
3078,2158,Relate,relates to,OUTBOUND,2538
3079,2160,Depend,depends on,OUTBOUND,2055
3080,2165,Relate,relates to,OUTBOUND,2300
3081,2165,Relate,relates to,OUTBOUND,2094
3082,2169,Relate,is related to,INBOUND,2664
3083,2170,Relate,relates to,OUTBOUND,2171
3084,2170,Relate,is related to,INBOUND,2664
3085,2171,Relate,is related to,INBOUND,2170
3086,2171,Relate,is related to,INBOUND,2664
3087,2180,Depend,depends on,OUTBOUND,2469
3088,2182,Relate,relates to,OUTBOUND,1986
3089,2185,Relate,relates to,OUTBOUND,2187
3090,2186,Relate,relates to,OUTBOUND,2141
3091,2187,Depend,is depended on by,INBOUND,2190
3092,2187,Relate,is related to,INBOUND,2185
3093,2190,Depend,depends on,OUTBOUND,2187
3094,2196,Relate,relates to,OUTBOUND,2244
3095,2207,Relate,is related to,INBOUND,2377
3096,2218,Relate,is related to,INBOUND,2537
3097,2221,Supersede,is superseded by,INBOUND,2095
3098,2223,Duplicate,is duplicated by,INBOUND,2059
3099,2223,Relate,is related to,INBOUND,2772
3100,2223,Supersede,is superseded by,INBOUND,2537
3101,2227,Supersede,supersedes,OUTBOUND,2312
3102,2227,Supersede,supersedes,OUTBOUND,2460
3103,2235,Relate,relates to,OUTBOUND,2240
3104,2240,Relate,is related to,INBOUND,2235
3105,2242,Relate,relates to,OUTBOUND,2243
3106,2243,Relate,is related to,INBOUND,2242
3107,2244,Relate,is related to,INBOUND,2196
3108,2244,Supersede,is superseded by,INBOUND,2096
3109,2249,Supersede,supersedes,OUTBOUND,2313
3110,2259,Depend,is depended on by,INBOUND,2772
3111,2272,Relate,is related to,INBOUND,2274
3112,2274,Depend,depends on,OUTBOUND,2275
3113,2274,Relate,relates to,OUTBOUND,2272
3114,2275,Depend,is depended on by,INBOUND,2274
3115,2276,Relate,is related to,INBOUND,2308
3116,2286,Supersede,supersedes,OUTBOUND,2292
3117,2288,Supersede,supersedes,OUTBOUND,2466
3118,2290,Relate,is related to,INBOUND,1972
3119,2291,Relate,is related to,INBOUND,2299
3120,2292,Supersede,is superseded by,INBOUND,2286
3121,2296,Duplicate,is duplicated by,INBOUND,2331
3122,2298,Relate,relates to,OUTBOUND,1806
3123,2299,Relate,relates to,OUTBOUND,2291
3124,2300,Relate,is related to,INBOUND,2165
3125,2308,Relate,relates to,OUTBOUND,2276
3126,2310,Depend,is depended on by,INBOUND,2341
3127,2310,Supersede,supersedes,OUTBOUND,2311
3128,2311,Supersede,is superseded by,INBOUND,2310
3129,2312,Supersede,is superseded by,INBOUND,2227
3130,2313,Supersede,is superseded by,INBOUND,2249
3131,2315,Depend,depends on,OUTBOUND,2316
3132,2316,Depend,is depended on by,INBOUND,2315
3133,2331,Duplicate,duplicates,OUTBOUND,2296
3134,2333,Supersede,supersedes,OUTBOUND,2763
3135,2341,Depend,depends on,OUTBOUND,2310
3136,2344,Relate,is related to,INBOUND,2467
3137,2346,Depend,is depended on by,INBOUND,2067
3138,2346,Supersede,supersedes,OUTBOUND,1491
3139,2347,Relate,is related to,INBOUND,2467
3140,2349,Relate,relates to,OUTBOUND,2361
3141,2361,Relate,is related to,INBOUND,2349
3142,2375,Relate,relates to,OUTBOUND,2536
3143,2377,Relate,relates to,OUTBOUND,2207
3144,2393,Duplicate,duplicates,OUTBOUND,2396
3145,2396,Depend,is depended on by,INBOUND,2420
3146,2396,Duplicate,is duplicated by,INBOUND,2393
3147,2399,Depend,is depended on by,INBOUND,2411
3148,2400,Duplicate,duplicates,OUTBOUND,2405
3149,2405,Duplicate,is duplicated by,INBOUND,2400
3150,2411,Depend,depends on,OUTBOUND,2399
3151,2417,Depend,depends on,OUTBOUND,1920
3152,2420,Depend,depends on,OUTBOUND,2396
3153,2423,Relate,is related to,INBOUND,2487
3154,2433,Duplicate,duplicates,OUTBOUND,2443
3155,2439,Relate,is related to,INBOUND,2545
3156,2439,Relate,is related to,INBOUND,2464
3157,2443,Duplicate,is duplicated by,INBOUND,2433
3158,2444,Relate,relates to,OUTBOUND,2917
3159,2445,Relate,relates to,OUTBOUND,2917
3160,2447,Depend,depends on,OUTBOUND,2537
3161,2447,Relate,is related to,INBOUND,1972
3162,2454,Relate,is related to,INBOUND,3724
3163,2457,Duplicate,is duplicated by,INBOUND,2471
3164,2457,Relate,is related to,INBOUND,3358
3165,2459,Relate,is related to,INBOUND,2464
3166,2459,Supersede,supersedes,OUTBOUND,2465
3167,2460,Relate,relates to,OUTBOUND,2039
3168,2460,Supersede,is superseded by,INBOUND,2227
3169,2464,Relate,relates to,OUTBOUND,2459
3170,2464,Relate,relates to,OUTBOUND,2439
3171,2464,Relate,is related to,INBOUND,2545
3172,2464,Relate,is related to,INBOUND,2465
3173,2464,Relate,is related to,INBOUND,3362
3174,2464,Relate,is related to,INBOUND,2890
3175,2465,Relate,relates to,OUTBOUND,2469
3176,2465,Relate,relates to,OUTBOUND,2464
3177,2465,Supersede,is superseded by,INBOUND,2459
3178,2466,Supersede,is superseded by,INBOUND,2288
3179,2467,Relate,relates to,OUTBOUND,2347
3180,2467,Relate,relates to,OUTBOUND,2344
3181,2469,Depend,is depended on by,INBOUND,2180
3182,2469,Relate,is related to,INBOUND,2465
3183,2470,Depend,depends on,OUTBOUND,988
3184,2471,Duplicate,duplicates,OUTBOUND,2457
3185,2472,Relate,is related to,INBOUND,3198
3186,2476,Depend,is depended on by,INBOUND,2487
3187,2477,Relate,is related to,INBOUND,2483
3188,2483,Relate,relates to,OUTBOUND,2477
3189,2487,Depend,depends on,OUTBOUND,2476
3190,2487,Depend,is depended on by,INBOUND,2717
3191,2487,Relate,relates to,OUTBOUND,2423
3192,2487,Relate,relates to,OUTBOUND,2495
3193,2495,Relate,is related to,INBOUND,2487
3194,2496,Relate,is related to,INBOUND,2044
3195,2501,Relate,relates to,OUTBOUND,1909
3196,2518,Relate,is related to,INBOUND,2524
3197,2520,Relate,relates to,OUTBOUND,3023
3198,2523,Relate,is related to,INBOUND,2670
3199,2524,Relate,relates to,OUTBOUND,2518
3200,2530,Relate,relates to,OUTBOUND,2769
3201,2531,Relate,relates to,OUTBOUND,2917
3202,2531,Relate,is related to,INBOUND,2928
3203,2536,Relate,is related to,INBOUND,2375
3204,2537,Depend,is depended on by,INBOUND,2447
3205,2537,Depend,is depended on by,INBOUND,1966
3206,2537,Depend,is depended on by,INBOUND,1965
3207,2537,Relate,relates to,OUTBOUND,2218
3208,2537,Relate,relates to,OUTBOUND,2772
3209,2537,Supersede,supersedes,OUTBOUND,2223
3210,2538,Relate,is related to,INBOUND,2158
3211,2545,Relate,relates to,OUTBOUND,2464
3212,2545,Relate,relates to,OUTBOUND,2439
3213,2552,Relate,is related to,INBOUND,2562
3214,2553,Relate,is related to,INBOUND,2580
3215,2556,Relate,is related to,INBOUND,3343
3216,2557,Relate,is related to,INBOUND,2580
3217,2558,Relate,is related to,INBOUND,2580
3218,2560,Relate,is related to,INBOUND,2580
3219,2561,Duplicate,is duplicated by,INBOUND,2870
3220,2562,Depend,is depended on by,INBOUND,2568
3221,2562,Relate,relates to,OUTBOUND,2552
3222,2564,Depend,is depended on by,INBOUND,2570
3223,2564,Depend,is depended on by,INBOUND,2569
3224,2566,Depend,depends on,OUTBOUND,2568
3225,2567,Depend,depends on,OUTBOUND,2568
3226,2568,Depend,depends on,OUTBOUND,2562
3227,2568,Depend,is depended on by,INBOUND,2567
3228,2568,Depend,is depended on by,INBOUND,2566
3229,2569,Depend,depends on,OUTBOUND,2564
3230,2570,Depend,depends on,OUTBOUND,2564
3231,2577,Depend,depends on,OUTBOUND,2578
3232,2578,Depend,is depended on by,INBOUND,2577
3233,2578,Relate,relates to,OUTBOUND,2923
3234,2579,Depend,is depended on by,INBOUND,3585
3235,2579,Duplicate,is duplicated by,INBOUND,3076
