ID,Issue_ID,Name,Description,Direction,Target_Issue_ID
8918,22624,Reference,relates to,OUTBOUND,15563
8919,22624,Reference,relates to,OUTBOUND,20040
8920,22624,Reference,is related to,INBOUND,21860
8921,22625,Reference,is related to,INBOUND,21860
8922,22626,Reference,relates to,OUTBOUND,22611
8923,22628,Blocker,blocks,OUTBOUND,17092
8924,22628,Blocker,blocks,OUTBOUND,17090
8925,22628,Blocker,blocks,OUTBOUND,21919
8926,22628,Reference,relates to,OUTBOUND,17440
8927,22628,Reference,relates to,OUTBOUND,22854
8928,22628,Reference,relates to,OUTBOUND,22545
8929,22628,Reference,relates to,OUTBOUND,17093
8930,22628,Reference,is related to,INBOUND,23091
8931,22629,Reference,relates to,OUTBOUND,22639
8932,22629,Reference,relates to,OUTBOUND,20048
8933,22630,Regression,breaks,OUTBOUND,20950
8934,22633,Reference,relates to,OUTBOUND,20010
8935,22639,Reference,is related to,INBOUND,23109
8936,22639,Reference,is related to,INBOUND,22629
8937,22640,Duplicate,is duplicated by,INBOUND,23942
8938,22642,Duplicate,duplicates,OUTBOUND,23124
8939,22655,Blocker,is blocked by,INBOUND,23895
8940,22655,Blocker,is blocked by,INBOUND,22042
8941,22655,Reference,relates to,OUTBOUND,23637
8942,22656,Duplicate,duplicates,OUTBOUND,22848
8943,22659,Reference,relates to,OUTBOUND,17280
8944,22659,Reference,relates to,OUTBOUND,17692
8945,22661,Reference,is related to,INBOUND,19943
8946,22665,Reference,is related to,INBOUND,22709
8947,22665,Reference,is related to,INBOUND,22696
8948,22667,Duplicate,is duplicated by,INBOUND,24294
8949,22667,Duplicate,is duplicated by,INBOUND,24439
8950,22668,Reference,is related to,INBOUND,21281
8951,22668,dependent,depends upon,OUTBOUND,21283
8952,22670,Duplicate,is duplicated by,INBOUND,17201
8953,22672,Blocker,blocks,OUTBOUND,22743
8954,22674,Blocker,blocks,OUTBOUND,22815
8955,22675,Blocker,is blocked by,INBOUND,22518
8956,22683,Cloners,is a clone of,OUTBOUND,23758
8957,22683,Duplicate,is duplicated by,INBOUND,19452
8958,22683,Reference,is related to,INBOUND,22294
8959,22683,Reference,is related to,INBOUND,22766
8960,22685,Blocker,blocks,OUTBOUND,16502
8961,22685,Blocker,blocks,OUTBOUND,18791
8962,22685,Blocker,blocks,OUTBOUND,14673
8963,22685,Duplicate,is duplicated by,INBOUND,14717
8964,22685,Reference,is related to,INBOUND,14738
8965,22685,Reference,is related to,INBOUND,14716
8966,22685,Reference,is related to,INBOUND,23091
8967,22696,Reference,relates to,OUTBOUND,22665
8968,22700,Reference,is related to,INBOUND,22701
8969,22701,Reference,relates to,OUTBOUND,22700
8970,22702,Reference,relates to,OUTBOUND,18399
8971,22706,Reference,relates to,OUTBOUND,21041
8972,22707,Reference,is related to,INBOUND,17664
8973,22709,Reference,relates to,OUTBOUND,22665
8974,22713,Duplicate,duplicates,OUTBOUND,22942
8975,22716,Reference,relates to,OUTBOUND,17882
8976,22716,Reference,is related to,INBOUND,24301
8977,22716,Reference,is related to,INBOUND,22815
8978,22716,Reference,is related to,INBOUND,23502
8979,22723,Duplicate,duplicates,OUTBOUND,22349
8980,22724,Reference,relates to,OUTBOUND,22248
8981,22725,Supercedes,supercedes,OUTBOUND,23083
8982,22726,Duplicate,duplicates,OUTBOUND,20046
8983,22728,Supercedes,is superceded by,INBOUND,22469
8984,22728,Supercedes,is superceded by,INBOUND,22468
8985,22728,dependent,depends upon,OUTBOUND,22730
8986,22730,Supercedes,is superceded by,INBOUND,22469
8987,22730,Supercedes,is superceded by,INBOUND,22468
8988,22730,dependent,is depended upon by,INBOUND,22728
8989,22731,Container,contains,OUTBOUND,22761
8990,22736,Duplicate,duplicates,OUTBOUND,22602
8991,22739,Duplicate,duplicates,OUTBOUND,22767
8992,22743,Blocker,is blocked by,INBOUND,22672
8993,22743,Blocker,is blocked by,INBOUND,22617
8994,22743,Blocker,is blocked by,INBOUND,22616
8995,22743,Blocker,is blocked by,INBOUND,22615
8996,22743,Duplicate,duplicates,OUTBOUND,23091
8997,22743,Reference,is related to,INBOUND,22868
8998,22747,Duplicate,duplicates,OUTBOUND,22748
8999,22748,Duplicate,is duplicated by,INBOUND,22747
9000,22759,Reference,is related to,INBOUND,22883
9001,22761,Container,Is contained by,INBOUND,22731
9002,22766,Reference,relates to,OUTBOUND,23116
9003,22766,Reference,relates to,OUTBOUND,22977
9004,22766,Reference,relates to,OUTBOUND,22683
9005,22767,Duplicate,is duplicated by,INBOUND,22739
9006,22770,Incorporates,is part of,INBOUND,22774
9007,22773,Duplicate,duplicates,OUTBOUND,18835
9008,22773,Reference,is related to,INBOUND,23575
9009,22774,Duplicate,is duplicated by,INBOUND,17735
9010,22774,Incorporates,incorporates,OUTBOUND,22770
9011,22779,Reference,is related to,INBOUND,22339
9012,22780,Blocker,blocks,OUTBOUND,21671
9013,22780,Reference,relates to,OUTBOUND,20820
9014,22780,Reference,relates to,OUTBOUND,20811
9015,22780,Reference,is related to,INBOUND,19972
9016,22780,Reference,is related to,INBOUND,20811
9017,22784,Reference,relates to,OUTBOUND,23839
9018,22784,Supercedes,supercedes,OUTBOUND,23792
9019,22787,Reference,relates to,OUTBOUND,23213
9020,22789,Reference,relates to,OUTBOUND,22790
9021,22789,Reference,is related to,INBOUND,21731
9022,22790,Reference,is related to,INBOUND,22789
9023,22803,Duplicate,duplicates,OUTBOUND,23627
9024,22804,Duplicate,is duplicated by,INBOUND,22002
9025,22804,Reference,is related to,INBOUND,21299
9026,22805,Duplicate,duplicates,OUTBOUND,23627
9027,22810,Supercedes,is superceded by,INBOUND,22196
9028,22812,Reference,relates to,OUTBOUND,17219
9029,22813,Reference,relates to,OUTBOUND,22814
9030,22814,Reference,is related to,INBOUND,22813
9031,22815,Blocker,is blocked by,INBOUND,22674
9032,22815,Reference,relates to,OUTBOUND,22716
9033,22815,Reference,relates to,OUTBOUND,22611
9034,22815,Reference,is related to,INBOUND,24301
9035,22815,Reference,is related to,INBOUND,23502
9036,22817,Reference,relates to,OUTBOUND,23942
9037,22828,Reference,relates to,OUTBOUND,22846
9038,22832,Reference,is related to,INBOUND,22936
9039,22834,Blocker,blocks,OUTBOUND,22977
9040,22838,Blocker,is blocked by,INBOUND,22927
9041,22838,Reference,relates to,OUTBOUND,20233
9042,22838,Reference,relates to,OUTBOUND,17472
9043,22839,Duplicate,duplicates,OUTBOUND,22889
9044,22839,Reference,relates to,OUTBOUND,20853
9045,22839,Reference,relates to,OUTBOUND,21075
9046,22839,Reference,is related to,INBOUND,20042
9047,22841,Duplicate,duplicates,OUTBOUND,22850
9048,22843,Reference,is related to,INBOUND,18486
9049,22845,Reference,relates to,OUTBOUND,22930
9050,22845,Reference,is related to,INBOUND,22925
9051,22845,Reference,is related to,INBOUND,22041
9052,22846,Reference,is related to,INBOUND,22949
9053,22846,Reference,is related to,INBOUND,22828
9054,22848,Duplicate,is duplicated by,INBOUND,22656
9055,22849,Duplicate,duplicates,OUTBOUND,24452
9056,22849,Duplicate,duplicates,OUTBOUND,22995
9057,22850,Blocker,blocks,OUTBOUND,22067
9058,22850,Duplicate,is duplicated by,INBOUND,22841
9059,22850,Reference,relates to,OUTBOUND,22485
9060,22854,Blocker,blocks,OUTBOUND,18152
9061,22854,Blocker,is blocked by,INBOUND,21576
9062,22854,Container,contains,OUTBOUND,21447
9063,22854,Reference,relates to,OUTBOUND,21447
9064,22854,Reference,relates to,OUTBOUND,21581
9065,22854,Reference,is related to,INBOUND,22628
9066,22855,Reference,is related to,INBOUND,19434
9067,22864,Duplicate,is duplicated by,INBOUND,19462
9068,22867,Reference,is related to,INBOUND,21880
9069,22868,Reference,relates to,OUTBOUND,23091
9070,22868,Reference,relates to,OUTBOUND,22743
9071,22872,Supercedes,is superceded by,INBOUND,19743
9072,22880,Reference,relates to,OUTBOUND,22956
9073,22880,Reference,relates to,OUTBOUND,22887
9074,22882,Duplicate,duplicates,OUTBOUND,23503
9075,22882,Reference,relates to,OUTBOUND,18291
9076,22882,Reference,is related to,INBOUND,17594
9077,22882,Reference,is related to,INBOUND,17592
9078,22882,dependent,is depended upon by,INBOUND,18040
9079,22883,Reference,relates to,OUTBOUND,22759
9080,22886,Reference,relates to,OUTBOUND,23069
9081,22887,Reference,relates to,OUTBOUND,22956
9082,22887,Reference,is related to,INBOUND,22880
9083,22888,Blocker,is blocked by,INBOUND,20496
9084,22888,Blocker,is blocked by,INBOUND,20495
9085,22888,Blocker,is blocked by,INBOUND,20494
9086,22888,Blocker,is blocked by,INBOUND,20493
9087,22888,Blocker,is blocked by,INBOUND,20497
9088,22888,Duplicate,is duplicated by,INBOUND,22587
9089,22888,Reference,relates to,OUTBOUND,20890
9090,22888,Reference,relates to,OUTBOUND,23063
9091,22888,Reference,relates to,OUTBOUND,23446
9092,22889,Duplicate,is duplicated by,INBOUND,22839
9093,22891,Blocker,blocks,OUTBOUND,24499
9094,22894,Reference,is related to,INBOUND,23189
9095,22895,Reference,relates to,OUTBOUND,22914
9096,22895,Reference,is related to,INBOUND,23788
9097,22898,Duplicate,is duplicated by,INBOUND,22921
9098,22900,Reference,is related to,INBOUND,23699
9099,22906,Duplicate,duplicates,OUTBOUND,21970
9100,22906,Duplicate,is duplicated by,INBOUND,23003
9101,22906,Incorporates,incorporates,OUTBOUND,20530
9102,22906,Reference,relates to,OUTBOUND,18442
9103,22906,Reference,relates to,OUTBOUND,21590
9104,22906,Reference,is related to,INBOUND,16259
9105,22906,Supercedes,supercedes,OUTBOUND,17053
9106,22909,Reference,relates to,OUTBOUND,18059
9107,22909,Reference,is related to,INBOUND,23502
9108,22911,Blocker,is blocked by,INBOUND,23895
9109,22912,Blocker,is blocked by,INBOUND,23895
9110,22914,Reference,is related to,INBOUND,22895
9111,22916,Reference,relates to,OUTBOUND,22239
9112,22916,Reference,is related to,INBOUND,22404
9113,22921,Duplicate,duplicates,OUTBOUND,22898
9114,22925,Problem/Incident,causes,OUTBOUND,16046
9115,22925,Reference,relates to,OUTBOUND,22845
9116,22925,Reference,relates to,OUTBOUND,23179
9117,22925,Reference,is related to,INBOUND,22041
9118,22926,Blocker,is blocked by,INBOUND,23942
9119,22926,Duplicate,duplicates,OUTBOUND,21325
9120,22926,Reference,relates to,OUTBOUND,16509
9121,22926,Reference,relates to,OUTBOUND,23426
9122,22926,Reference,relates to,OUTBOUND,18434
9123,22926,Reference,relates to,OUTBOUND,19993
9124,22926,Reference,relates to,OUTBOUND,18904
9125,22926,Reference,relates to,OUTBOUND,16034
9126,22927,Blocker,blocks,OUTBOUND,23179
9127,22927,Blocker,blocks,OUTBOUND,22838
9128,22927,Reference,relates to,OUTBOUND,20760
9129,22927,dependent,is depended upon by,INBOUND,21801
9130,22930,Reference,is related to,INBOUND,22845
9131,22930,Reference,is related to,INBOUND,22041
9132,22934,Reference,relates to,OUTBOUND,20277
9133,22936,Reference,relates to,OUTBOUND,22832
9134,22936,Reference,is related to,INBOUND,24400
9135,22942,Duplicate,is duplicated by,INBOUND,22713
9136,22944,Duplicate,duplicates,OUTBOUND,23021
9137,22948,Reference,relates to,OUTBOUND,21592
9138,22949,Reference,relates to,OUTBOUND,22846
9139,22952,Reference,relates to,OUTBOUND,21860
9140,22956,Reference,is related to,INBOUND,22887
9141,22956,Reference,is related to,INBOUND,22880
9142,22957,Reference,relates to,OUTBOUND,16044
9143,22959,Reference,relates to,OUTBOUND,23136
9144,22959,Reference,relates to,OUTBOUND,19917
9145,22959,Reference,is related to,INBOUND,16419
9146,22959,Reference,is related to,INBOUND,21282
9147,22967,Blocker,is blocked by,INBOUND,23302
9148,22971,Blocker,blocks,OUTBOUND,22991
9149,22971,Reference,is related to,INBOUND,23179
9150,22972,Reference,is related to,INBOUND,23622
9151,22973,Container,Is contained by,INBOUND,22991
9152,22977,Blocker,is blocked by,INBOUND,22834
9153,22977,Reference,relates to,OUTBOUND,23116
9154,22977,Reference,is related to,INBOUND,22766
9155,22979,Container,Is contained by,INBOUND,22991
9156,22981,Reference,is related to,INBOUND,21306
9157,22984,Supercedes,is superceded by,INBOUND,15336
9158,22987,Reference,is related to,INBOUND,22567
9159,22988,Duplicate,duplicates,OUTBOUND,22989
9160,22989,Duplicate,is duplicated by,INBOUND,22988
9161,22991,Blocker,is blocked by,INBOUND,23179
9162,22991,Blocker,is blocked by,INBOUND,22971
9163,22991,Container,contains,OUTBOUND,22979
9164,22991,Container,contains,OUTBOUND,22973
9165,22995,Duplicate,duplicates,OUTBOUND,24452
9166,22995,Duplicate,is duplicated by,INBOUND,22849
9167,23003,Duplicate,duplicates,OUTBOUND,22906
9168,23021,Duplicate,is duplicated by,INBOUND,22944
9169,23022,Incorporates,is part of,INBOUND,23063
9170,23023,Incorporates,is part of,INBOUND,23063
9171,23032,Reference,is related to,INBOUND,20546
9172,23038,Reference,relates to,OUTBOUND,19685
9173,23038,Reference,is related to,INBOUND,17824
9174,23043,Reference,relates to,OUTBOUND,23473
9175,23046,Reference,is related to,INBOUND,23048
9176,23046,Reference,is related to,INBOUND,23047
9177,23047,Reference,relates to,OUTBOUND,23046
9178,23047,Reference,is related to,INBOUND,22314
9179,23047,Reference,is related to,INBOUND,22224
9180,23048,Reference,relates to,OUTBOUND,23046
9181,23056,Supercedes,supercedes,OUTBOUND,24219
9182,23057,Reference,relates to,OUTBOUND,22194
9183,23057,Reference,relates to,OUTBOUND,20454
9184,23057,Reference,relates to,OUTBOUND,22255
9185,23057,Reference,is related to,INBOUND,23091
9186,23058,Reference,relates to,OUTBOUND,22194
9187,23058,Reference,relates to,OUTBOUND,22255
9188,23058,Reference,is related to,INBOUND,23091
9189,23059,Duplicate,is duplicated by,INBOUND,23439
9190,23063,Incorporates,incorporates,OUTBOUND,23022
9191,23063,Incorporates,incorporates,OUTBOUND,23023
9192,23063,Reference,relates to,OUTBOUND,21433
9193,23063,Reference,relates to,OUTBOUND,20825
9194,23063,Reference,is related to,INBOUND,22888
9195,23064,Duplicate,is duplicated by,INBOUND,23526
9196,23065,Required,is required by,INBOUND,23118
9197,23069,Reference,is related to,INBOUND,22886
9198,23074,Duplicate,is duplicated by,INBOUND,20513
9199,23074,Reference,is related to,INBOUND,19823
9200,23074,Supercedes,is superceded by,INBOUND,19743
9201,23081,Duplicate,duplicates,OUTBOUND,23124
9202,23083,Supercedes,is superceded by,INBOUND,22725
9203,23084,Reference,relates to,OUTBOUND,23788
9204,23085,Reference,is related to,INBOUND,23115
9205,23088,Duplicate,is duplicated by,INBOUND,23089
9206,23089,Duplicate,duplicates,OUTBOUND,23088
9207,23091,Blocker,blocks,OUTBOUND,21919
9208,23091,Duplicate,is duplicated by,INBOUND,22743
9209,23091,Reference,relates to,OUTBOUND,22628
9210,23091,Reference,relates to,OUTBOUND,22685
9211,23091,Reference,relates to,OUTBOUND,23058
9212,23091,Reference,relates to,OUTBOUND,23057
9213,23091,Reference,relates to,OUTBOUND,22347
9214,23091,Reference,is related to,INBOUND,24452
9215,23091,Reference,is related to,INBOUND,22868
9216,23099,Reference,relates to,OUTBOUND,23180
9217,23099,Reference,relates to,OUTBOUND,23159
9218,23100,Duplicate,duplicates,OUTBOUND,23280
9219,23100,Reference,relates to,OUTBOUND,23280
9220,23108,Reference,relates to,OUTBOUND,19014
9221,23108,Reference,relates to,OUTBOUND,23333
9222,23109,Reference,relates to,OUTBOUND,22639
9223,23111,Duplicate,duplicates,OUTBOUND,24199
9224,23113,Duplicate,duplicates,OUTBOUND,23131
9225,23113,Supercedes,supercedes,OUTBOUND,23717
9226,23113,Supercedes,supercedes,OUTBOUND,23556
9227,23115,Reference,relates to,OUTBOUND,23085
9228,23116,Reference,is related to,INBOUND,22977
9229,23116,Reference,is related to,INBOUND,22766
9230,23116,Reference,is related to,INBOUND,22536
9231,23118,Reference,relates to,OUTBOUND,23121
9232,23118,Required,requires,OUTBOUND,23065
9233,23119,Reference,relates to,OUTBOUND,23141
9234,23121,Reference,is related to,INBOUND,23118
9235,23122,Reference,relates to,OUTBOUND,20860
9236,23122,Reference,is related to,INBOUND,23319
9237,23124,Duplicate,is duplicated by,INBOUND,22642
9238,23124,Duplicate,is duplicated by,INBOUND,23081
9239,23124,Reference,is related to,INBOUND,21466
9240,23131,Duplicate,is duplicated by,INBOUND,23113
9241,23136,Reference,relates to,OUTBOUND,19917
9242,23136,Reference,is related to,INBOUND,22959
9243,23136,Reference,is related to,INBOUND,21282
9244,23141,Reference,is related to,INBOUND,23119
9245,23146,Reference,relates to,OUTBOUND,23299
9246,23153,dependent,depends upon,OUTBOUND,23201
9247,23159,Reference,is related to,INBOUND,23099
9248,23159,Required,requires,OUTBOUND,22532
9249,23167,Blocker,blocks,OUTBOUND,24306
9250,23167,Cloners,is cloned by,INBOUND,19202
9251,23168,Reference,is related to,INBOUND,23210
9252,23169,Container,Is contained by,INBOUND,22579
9253,23169,Duplicate,is duplicated by,INBOUND,17352
9254,23170,Reference,is related to,INBOUND,22569
9255,23171,Blocker,blocks,OUTBOUND,24306
9256,23171,Reference,relates to,OUTBOUND,24100
9257,23174,Duplicate,is duplicated by,INBOUND,23684
9258,23174,Reference,relates to,OUTBOUND,20318
9259,23174,Reference,relates to,OUTBOUND,20130
9260,23174,Reference,is related to,INBOUND,23180
9261,23179,Blocker,blocks,OUTBOUND,22991
9262,23179,Blocker,is blocked by,INBOUND,22927
9263,23179,Reference,relates to,OUTBOUND,22971
9264,23179,Reference,is related to,INBOUND,22925
9265,23180,Reference,relates to,OUTBOUND,23174
9266,23180,Reference,is related to,INBOUND,23099
9267,23183,Reference,relates to,OUTBOUND,22063
9268,23189,Reference,relates to,OUTBOUND,22894
9269,23189,Reference,is related to,INBOUND,22339
9270,23190,Duplicate,is duplicated by,INBOUND,23215
9271,23193,Reference,relates to,OUTBOUND,20099
9272,23193,dependent,is depended upon by,INBOUND,14729
9273,23195,Blocker,blocks,OUTBOUND,23321
9274,23198,Reference,relates to,OUTBOUND,23659
9275,23201,dependent,is depended upon by,INBOUND,23153
9276,23209,Reference,is related to,INBOUND,23308
9277,23210,Reference,relates to,OUTBOUND,23168
9278,23211,Reference,is related to,INBOUND,23241
9279,23213,Duplicate,is duplicated by,INBOUND,22403
9280,23213,Reference,is related to,INBOUND,22787
9281,23213,Reference,is related to,INBOUND,22593
9282,23213,Reference,is related to,INBOUND,22592
9283,23214,Blocker,blocks,OUTBOUND,23334
9284,23215,Duplicate,duplicates,OUTBOUND,23190
9285,23216,Duplicate,duplicates,OUTBOUND,23260
9286,23222,Duplicate,duplicates,OUTBOUND,23232
9287,23226,Blocker,blocks,OUTBOUND,23334
9288,23227,Blocker,blocks,OUTBOUND,23334
9289,23228,Reference,relates to,OUTBOUND,23647
9290,23228,Reference,is related to,INBOUND,21801
9291,23232,Duplicate,is duplicated by,INBOUND,23222
9292,23234,dependent,is depended upon by,INBOUND,23256
9293,23234,dependent,is depended upon by,INBOUND,23236
9294,23235,dependent,depends upon,OUTBOUND,23236
9295,23235,dependent,is depended upon by,INBOUND,23256
9296,23236,dependent,depends upon,OUTBOUND,23234
9297,23236,dependent,is depended upon by,INBOUND,23256
9298,23236,dependent,is depended upon by,INBOUND,23235
9299,23240,Reference,is related to,INBOUND,19184
9300,23241,Reference,relates to,OUTBOUND,23211
9301,23245,Blocker,blocks,OUTBOUND,23334
9302,23246,Reference,is related to,INBOUND,21369
9303,23251,Reference,relates to,OUTBOUND,20613
9304,23254,Duplicate,duplicates,OUTBOUND,23514
9305,23254,Reference,relates to,OUTBOUND,23923
9306,23254,Required,is required by,INBOUND,23255
9307,23255,Reference,relates to,OUTBOUND,24535
9308,23255,Required,requires,OUTBOUND,23254
9309,23255,dependent,depends upon,OUTBOUND,23514
9310,23256,dependent,depends upon,OUTBOUND,23236
9311,23256,dependent,depends upon,OUTBOUND,23235
9312,23256,dependent,depends upon,OUTBOUND,23234
9313,23257,Blocker,blocks,OUTBOUND,23334
9314,23260,Duplicate,is duplicated by,INBOUND,23216
9315,23261,Blocker,is blocked by,INBOUND,23421
9316,23262,Blocker,blocks,OUTBOUND,23272
9317,23270,Reference,relates to,OUTBOUND,21301
9318,23270,Reference,relates to,OUTBOUND,24056
9319,23270,Reference,relates to,OUTBOUND,23725
9320,23272,Blocker,blocks,OUTBOUND,23306
9321,23272,Blocker,is blocked by,INBOUND,23262
9322,23273,Duplicate,duplicates,OUTBOUND,23276
9323,23274,dependent,depends upon,OUTBOUND,23359
9324,23276,Duplicate,is duplicated by,INBOUND,23273
9325,23280,Duplicate,is duplicated by,INBOUND,23100
9326,23280,Reference,is related to,INBOUND,23100
9327,23280,Reference,is related to,INBOUND,20092
9328,23298,Reference,is related to,INBOUND,23584
9329,23299,Reference,is related to,INBOUND,23301
9330,23299,Reference,is related to,INBOUND,23146
9331,23301,Blocker,blocks,OUTBOUND,23303
9332,23301,Reference,relates to,OUTBOUND,23299
9333,23302,Blocker,blocks,OUTBOUND,22967
9334,23302,Incorporates,is part of,INBOUND,23303
9335,23303,Blocker,is blocked by,INBOUND,23301
9336,23303,Incorporates,incorporates,OUTBOUND,23734
9337,23303,Incorporates,incorporates,OUTBOUND,23531
9338,23303,Incorporates,incorporates,OUTBOUND,23338
9339,23303,Incorporates,incorporates,OUTBOUND,23302
9340,23304,Reference,is related to,INBOUND,23308
9341,23306,Blocker,is blocked by,INBOUND,23272
9342,23308,Reference,relates to,OUTBOUND,23304
9343,23308,Reference,relates to,OUTBOUND,23209
9344,23313,Duplicate,duplicates,OUTBOUND,23690
9345,23313,dependent,is depended upon by,INBOUND,23513
9346,23315,Supercedes,is superceded by,INBOUND,23735
9347,23317,Duplicate,duplicates,OUTBOUND,23722
9348,23319,Reference,relates to,OUTBOUND,20860
9349,23319,Reference,relates to,OUTBOUND,23122
9350,23319,Reference,is related to,INBOUND,22460
9351,23320,Blocker,blocks,OUTBOUND,23321
9352,23321,Blocker,is blocked by,INBOUND,23195
9353,23321,Blocker,is blocked by,INBOUND,23320
9354,23323,Cloners,is a clone of,OUTBOUND,23324
9355,23323,Incorporates,is part of,INBOUND,23328
9356,23324,Cloners,is a clone of,OUTBOUND,23325
9357,23324,Cloners,is cloned by,INBOUND,23323
9358,23324,Incorporates,is part of,INBOUND,23328
9359,23325,Cloners,is a clone of,OUTBOUND,23326
9360,23325,Cloners,is cloned by,INBOUND,23324
9361,23325,Incorporates,is part of,INBOUND,23328
9362,23326,Cloners,is cloned by,INBOUND,23325
9363,23326,Incorporates,is part of,INBOUND,23328
9364,23328,Incorporates,incorporates,OUTBOUND,23326
9365,23328,Incorporates,incorporates,OUTBOUND,23325
9366,23328,Incorporates,incorporates,OUTBOUND,23324
9367,23328,Incorporates,incorporates,OUTBOUND,23323
9368,23330,Supercedes,is superceded by,INBOUND,18714
9369,23333,Reference,relates to,OUTBOUND,19014
9370,23333,Reference,is related to,INBOUND,23108
9371,23334,Blocker,is blocked by,INBOUND,23257
9372,23334,Blocker,is blocked by,INBOUND,23245
9373,23334,Blocker,is blocked by,INBOUND,23227
9374,23334,Blocker,is blocked by,INBOUND,23226
9375,23334,Blocker,is blocked by,INBOUND,23214
9376,23336,Incorporates,incorporates,OUTBOUND,23795
9377,23338,Cloners,is a clone of,OUTBOUND,23531
9378,23338,Incorporates,is part of,INBOUND,23303
9379,23339,Incorporates,incorporates,OUTBOUND,23341
9380,23339,Incorporates,incorporates,OUTBOUND,23340
9381,23340,Incorporates,is part of,INBOUND,23339
9382,23341,Incorporates,is part of,INBOUND,23339
9383,23342,Reference,is related to,INBOUND,21901
9384,23358,Reference,is related to,INBOUND,19912
9385,23359,Reference,is related to,INBOUND,21754
9386,23359,dependent,is depended upon by,INBOUND,23274
9387,23364,dependent,depends upon,OUTBOUND,23904
9388,23365,Container,Is contained by,INBOUND,23707
9389,23366,Container,Is contained by,INBOUND,23707
9390,23366,Reference,is related to,INBOUND,21512
9391,23367,Duplicate,is duplicated by,INBOUND,23958
9392,23378,Duplicate,duplicates,OUTBOUND,21898
9393,23378,Reference,relates to,OUTBOUND,23392
9394,23379,Duplicate,duplicates,OUTBOUND,23481
9395,23380,Supercedes,supercedes,OUTBOUND,23406
9396,23380,Supercedes,supercedes,OUTBOUND,23387
9397,23387,Reference,is related to,INBOUND,23406
9398,23387,Supercedes,is superceded by,INBOUND,23380
9399,23392,Reference,is related to,INBOUND,23378
9400,23399,Supercedes,is superceded by,INBOUND,21432
9401,23406,Reference,relates to,OUTBOUND,23387
9402,23406,Supercedes,is superceded by,INBOUND,23380
9403,23417,Blocker,blocks,OUTBOUND,24213
9404,23417,Blocker,blocks,OUTBOUND,24285
9405,23420,Duplicate,duplicates,OUTBOUND,21918
9406,23420,Reference,is related to,INBOUND,21918
9407,23421,Blocker,blocks,OUTBOUND,23261
9408,23426,Reference,is related to,INBOUND,22926
9409,23427,Duplicate,duplicates,OUTBOUND,23942
9410,23427,Duplicate,duplicates,OUTBOUND,22032
9411,23432,Duplicate,duplicates,OUTBOUND,23658
9412,23435,Reference,relates to,OUTBOUND,23493
9413,23438,Duplicate,is duplicated by,INBOUND,23441
9414,23439,Duplicate,duplicates,OUTBOUND,23059
9415,23441,Duplicate,duplicates,OUTBOUND,23438
9416,23442,Reference,is related to,INBOUND,24469
9417,23444,Duplicate,is duplicated by,INBOUND,23500
9418,23445,Reference,relates to,OUTBOUND,23862
9419,23445,Reference,relates to,OUTBOUND,23881
9420,23446,Reference,is related to,INBOUND,22888
9421,23454,Duplicate,duplicates,OUTBOUND,23493
9422,23455,Blocker,blocks,OUTBOUND,23490
9423,23458,Reference,relates to,OUTBOUND,21559
9424,23458,Reference,relates to,OUTBOUND,20581
9425,23458,Reference,is related to,INBOUND,20655
9426,23458,Reference,is related to,INBOUND,21097
9427,23459,Blocker,blocks,OUTBOUND,21068
9428,23459,Blocker,is blocked by,INBOUND,22168
9429,23459,Reference,relates to,OUTBOUND,21681
9430,23459,Reference,relates to,OUTBOUND,22145
9431,23460,Duplicate,duplicates,OUTBOUND,24186
9432,23470,Blocker,is blocked by,INBOUND,23574
9433,23471,Blocker,is blocked by,INBOUND,23574
9434,23472,Blocker,is blocked by,INBOUND,23574
9435,23473,Reference,relates to,OUTBOUND,23574
9436,23473,Reference,is related to,INBOUND,23043
9437,23474,Reference,relates to,OUTBOUND,23574
9438,23475,Blocker,is blocked by,INBOUND,23574
9439,23476,Blocker,is blocked by,INBOUND,23574
9440,23477,Blocker,is blocked by,INBOUND,23574
9441,23478,Blocker,is blocked by,INBOUND,23574
9442,23481,Duplicate,is duplicated by,INBOUND,23379
9443,23485,Reference,relates to,OUTBOUND,15746
9444,23485,Reference,is related to,INBOUND,23860
9445,23486,Reference,relates to,OUTBOUND,23802
9446,23490,Blocker,is blocked by,INBOUND,23455
9447,23490,Reference,relates to,OUTBOUND,21581
9448,23493,Duplicate,is duplicated by,INBOUND,23454
9449,23493,Reference,is related to,INBOUND,23435
9450,23497,Blocker,is blocked by,INBOUND,22416
9451,23497,Reference,is related to,INBOUND,22254
9452,23500,Duplicate,duplicates,OUTBOUND,23444
9453,23502,Reference,relates to,OUTBOUND,22909
9454,23502,Reference,relates to,OUTBOUND,24301
9455,23502,Reference,relates to,OUTBOUND,22815
9456,23502,Reference,relates to,OUTBOUND,22716
9457,23503,Duplicate,is duplicated by,INBOUND,22882
9458,23506,Duplicate,is duplicated by,INBOUND,22356
9459,23508,Reference,is related to,INBOUND,23730
9460,23509,Duplicate,duplicates,OUTBOUND,23589
9461,23513,dependent,depends upon,OUTBOUND,23313
9462,23514,Duplicate,is duplicated by,INBOUND,23254
9463,23514,Reference,relates to,OUTBOUND,23525
9464,23514,dependent,is depended upon by,INBOUND,23255
9465,23519,Incorporates,is part of,INBOUND,23790
9466,23522,Blocker,blocks,OUTBOUND,23881
