dataset,seed,mode,ablation,solver_status,selected_count,total_value,capacity_used,avg_risk,objective_score,skill_coverage,sprint_completion_ratio,runtime_ms,feasibility_total,filtered_by_risk,filtered_by_skill,filtered_by_dependency,filtered_by_status,score_min,score_max,score_mean
usergrid,44,learned_milp,no_risk,milp-cbc:Optimal,30,191.71,30,0.38066666666666665,23.200559251440048,0.6,,18.437915001413785,512,0,0,0,361,0.40115883103363026,0.8292090837184949,0.6836803523196093
usergrid,44,learned_milp,no_skill,milp-cbc:Optimal,30,191.71,30,0.38066666666666665,23.200559251440048,0.6,,18.339378999371547,512,8,0,0,354,0.40115883103363026,0.8292090837184949,0.6839472457594126
usergrid,44,learned_milp,no_dependency,milp-cbc:Optimal,30,191.71,30,0.38066666666666665,23.200559251440048,0.6,,18.408129002636997,512,8,0,0,354,0.40115883103363026,0.8292090837184949,0.6839472457594126
usergrid,44,learned_milp,no_capacity,milp-cbc:Optimal,150,834.5600000000001,339,0.4024,102.59208686391189,1.0,,15.16008999897167,512,8,0,0,354,0.40115883103363026,0.8292090837184949,0.6839472457594126
aurora,42,learned_milp,all_constraints,milp-cbc:Optimal,30,191.41,30,0.41933333333333334,18.879179722349544,1.0,,15.709315001004143,426,5,0,0,324,0.4332464248562807,0.7729114031285467,0.57048441736987
aurora,42,fixed_weight_milp,all_constraints,baseline:fixed_weight_milp:milp-cbc:Optimal,30,186.25,30,0.39266666666666666,21.512435897435896,1.0,,16.32465399961802,426,5,0,0,324,0.3223333333333333,0.7393589743589744,0.6775950303991541
aurora,42,context_only,all_constraints,baseline:context_only:milp-cbc:Optimal,30,186.25,30,0.39266666666666666,21.76340874889611,1.0,,15.802260000782553,426,5,0,0,324,0.30907451642521444,0.7467299674024648,0.6854016036743568
aurora,42,greedy_feasible,all_constraints,baseline:greedy_feasible,21,140.99,30,0.45857142857142863,13.683830018763457,1.0,,8.382862997677876,426,5,0,0,324,0.4332464248562807,0.7729114031285467,0.57048441736987
aurora,42,random_feasible,all_constraints,baseline:random_feasible:seed-42,24,130.52,30,0.37916666666666665,16.548102564102564,0.8,,7.6643489992420655,426,5,0,0,324,0.3223333333333333,0.7393589743589744,0.6775950303991541
aurora,42,learned_milp,no_risk,milp-cbc:Optimal,30,191.41,30,0.41933333333333334,18.879179722349544,1.0,,15.883002000919078,426,0,0,0,329,0.4332464248562807,0.7729114031285467,0.57048441736987
aurora,42,learned_milp,no_skill,milp-cbc:Optimal,30,191.41,30,0.41933333333333334,18.879179722349544,1.0,,16.21063900165609,426,5,0,0,324,0.4332464248562807,0.7729114031285467,0.57048441736987
aurora,42,learned_milp,no_dependency,milp-cbc:Optimal,30,191.41,30,0.41933333333333334,18.879179722349544,1.0,,15.745123000669992,426,5,0,0,324,0.4332464248562807,0.7729114031285467,0.57048441736987
aurora,42,learned_milp,no_capacity,milp-cbc:Optimal,97,549.74,158,0.408659793814433,55.33698848487739,1.0,,12.909619999845745,426,5,0,0,324,0.4332464248562807,0.7729114031285467,0.57048441736987
aurora,43,learned_milp,all_constraints,milp-cbc:Optimal,30,191.8,30,0.4313333333333333,19.18,1.0,,15.661363999242894,426,5,0,0,324,0.38,0.8470000000000001,0.5667422680412371
aurora,43,fixed_weight_milp,all_constraints,baseline:fixed_weight_milp:milp-cbc:Optimal,30,186.25,30,0.39266666666666666,21.512435897435896,1.0,,15.98118699985207,426,5,0,0,324,0.3223333333333333,0.7393589743589744,0.6775950303991541
